,0,1,2,3,4
61,[1117.16175223 1010.0398537  3014.12388232 4858.71451176],[1118.15175223 1011.0298537  3015.11388232 4859.70451176],"[[ 3.28653598  5.06139429 -3.06225369 -0.42288008]
 [-1.85146201 -0.05361482  1.99864938 -1.20085983]
 [ 2.76680644 -4.96818739 -3.01881368  3.88170768]]","[[[ 7.41997868e-04  9.69393578e-04  1.66703224e-04  3.70886172e-05]
  [-1.19611900e-04 -8.07152911e-05  1.44248039e-05  8.07159618e-05]
  [-2.07434558e-04  3.45155147e-05 -3.94051487e-06  2.58234562e-05]]

 [[-1.19611900e-04 -8.07152911e-05  1.44248039e-05  8.07159618e-05]
  [ 1.60711257e-03  1.89931114e-03  6.83884855e-04  3.69919434e-04]
  [ 1.44856871e-04  1.86160075e-05  2.05058663e-06 -2.87652304e-05]]

 [[-2.07434558e-04  3.45155147e-05 -3.94051487e-06  2.58234562e-05]
  [ 1.44856871e-04  1.86160075e-05  2.05058663e-06 -2.87652304e-05]
  [ 3.69856935e-04  1.03295203e-03  1.70461852e-04  1.47641470e-04]]]",[1120.15175223 1013.0298537  3017.11388232 4861.70451176]
62,[1618.41712366 1010.77504009 3018.67667647 4352.17115978],[1619.40712366 1011.76504009 3019.66667647 4353.16115978],"[[ 3.27369993  5.05999813 -3.05773199 -0.84621263]
 [-1.91969807 -0.05351783  1.99693222 -1.10293174]
 [ 2.86495852 -4.96625938 -3.01685785  3.9804792 ]]","[[[ 5.61532081e-04  9.66566680e-04  1.65362327e-04  4.24833090e-05]
  [-1.84137281e-04 -7.92532217e-05  1.56975292e-05  9.14513456e-05]
  [-1.20811427e-04  3.79716043e-05 -4.38125546e-06  3.08961275e-05]]

 [[-1.84137281e-04 -7.92532217e-05  1.56975292e-05  9.14513456e-05]
  [ 1.32756341e-03  1.89725840e-03  6.80823037e-04  4.09570375e-04]
  [ 8.37647703e-05  1.75843935e-05  2.62721618e-06 -2.97603945e-05]]

 [[-1.20811427e-04  3.79716043e-05 -4.38125546e-06  3.08961275e-05]
  [ 8.37647703e-05  1.75843935e-05  2.62721618e-06 -2.97603945e-05]
  [ 2.69908166e-04  1.02766238e-03  1.69980000e-04  1.71678857e-04]]]",[1621.40712366 1013.76504009 3021.66667647 4355.16115978]
63,[2116.94537304 1011.08710433 3018.8787728  3853.12874984],[2117.93537304 1012.07710433 3019.8687728  3854.11874984],"[[ 3.23100563  5.05967004 -3.05764444 -1.35600427]
 [-1.96037445 -0.0537161   1.99684559 -0.97505832]
 [ 2.91768209 -4.96537433 -3.01665856  4.09650105]]","[[[ 4.16744289e-04  9.65905628e-04  1.65302233e-04  4.91794826e-05]
  [-1.58791828e-04 -7.87770291e-05  1.56983572e-05  1.03949718e-04]
  [-7.18858230e-05  3.87188516e-05 -4.38246223e-06  3.70708745e-05]]

 [[-1.58791828e-04 -7.87770291e-05  1.56983572e-05  1.03949718e-04]
  [ 1.08203636e-03  1.89523796e-03  6.80653256e-04  4.58692789e-04]
  [ 5.33209870e-05  1.85225987e-05  2.71991587e-06 -3.14746680e-05]]

 [[-7.18858230e-05  3.87188516e-05 -4.38246223e-06  3.70708745e-05]
  [ 5.33209870e-05  1.85225987e-05  2.71991587e-06 -3.14746680e-05]
  [ 2.14162413e-04  1.02502533e-03  1.69917767e-04  2.00742011e-04]]]",[2119.93537304 1014.07710433 3021.8687728  3856.11874984]
64,[2526.7185723  1011.25243012 3018.97776776 3443.09122982],[2527.7085723  1012.24243012 3019.96776776 3444.08122982],"[[ 3.19125623  5.0595929  -3.05768224 -1.87279197]
 [-1.98414373 -0.0539186   1.99679327 -0.84040574]
 [ 2.95047784 -4.96490171 -3.01653392  4.21307723]]","[[[ 3.19948424e-04  9.65686456e-04  1.65293379e-04  5.66283511e-05]
  [-1.19243762e-04 -7.84849741e-05  1.56711768e-05  1.16755358e-04]
  [-4.43422176e-05  3.87976732e-05 -4.36774284e-06  4.35632236e-05]]

 [[-1.19243762e-04 -7.84849741e-05  1.56711768e-05  1.16755358e-04]
  [ 9.12125863e-04  1.89353688e-03  6.80533659e-04  5.12577716e-04]
  [ 3.47926522e-05  1.96120979e-05  2.79087653e-06 -3.45864511e-05]]

 [[-4.43422176e-05  3.87976732e-05 -4.36774284e-06  4.35632236e-05]
  [ 3.47926522e-05  1.96120979e-05  2.79087653e-06 -3.45864511e-05]
  [ 1.83454838e-04  1.02356336e-03  1.69877243e-04  2.31990633e-04]]]",[2529.7085723  1014.24243012 3021.96776776 3446.08122982]
65,[2849.81264865 1011.30739892 3019.07589242 3119.84406001],[2850.80264865 1012.29739892 3020.06589242 3120.83406001],"[[ 3.16298187  5.05953366 -3.05772337 -2.37126127]
 [-1.99685938 -0.05393964  1.99674298 -0.71042884]
 [ 2.97011915 -4.96473904 -3.01640751  4.32606381]]","[[[ 2.57772705e-04  9.65616508e-04  1.65285506e-04  6.49187382e-05]
  [-8.49695329e-05 -7.84929677e-05  1.56440728e-05  1.29263960e-04]
  [-2.85049399e-05  3.89309521e-05 -4.35174424e-06  5.00990062e-05]]

 [[-8.49695329e-05 -7.84929677e-05  1.56440728e-05  1.29263960e-04]
  [ 7.94665572e-04  1.89344972e-03  6.80419239e-04  5.67048671e-04]
  [ 2.27665962e-05  1.97016134e-05  2.85965108e-06 -3.84959292e-05]]

 [[-2.85049399e-05  3.89309521e-05 -4.35174424e-06  5.00990062e-05]
  [ 2.27665962e-05  1.97016134e-05  2.85965108e-06 -3.84959292e-05]
  [ 1.65026220e-04  1.02303856e-03  1.69834550e-04  2.63986278e-04]]]",[2852.80264865 1014.29739892 3022.06589242 3122.83406001]
66,[3110.4754739  1011.27443581 3019.16640046 2859.12368982],[3111.4654739  1012.26443581 3020.15640046 2860.11368982],"[[ 3.14474403  5.05945998 -3.05776176 -2.85562224]
 [-2.00375257 -0.05378692  1.99669729 -0.58577208]
 [ 2.98131159 -4.96482736 -3.01629018  4.43749743]]","[[[ 2.17585126e-04  9.65631484e-04  1.65278190e-04  7.46297771e-05]
  [-5.89097762e-05 -7.87737017e-05  1.56193241e-05  1.41341294e-04]
  [-1.90464725e-05  3.91869732e-05 -4.33654505e-06  5.64469701e-05]]

 [[-5.89097762e-05 -7.87737017e-05  1.56193241e-05  1.41341294e-04]
  [ 7.10730473e-04  1.89488215e-03  6.80315616e-04  6.20267997e-04]
  [ 1.45824735e-05  1.88230549e-05  2.92217621e-06 -4.24540144e-05]]

 [[-1.90464725e-05  3.91869732e-05 -4.33654505e-06  5.64469701e-05]
  [ 1.45824735e-05  1.88230549e-05  2.92217621e-06 -4.24540144e-05]
  [ 1.53165543e-04  1.02327946e-03  1.69794260e-04  2.95634601e-04]]]",[3113.4654739  1014.26443581 3022.15640046 2862.11368982]
67,[3332.5391676  1011.23154815 3019.23189539 2637.03738887],[3333.5291676  1012.22154815 3020.22189539 2638.02738887],"[[ 3.13134763  5.05939547 -3.05778928 -3.34360242]
 [-2.0080148  -0.05362686  1.99666374 -0.46110193]
 [ 2.98759677 -4.96494375 -3.01620613  4.55211454]]","[[[ 1.89988813e-04  9.65661678e-04  1.65272835e-04  8.73499921e-05]
  [-3.94962561e-05 -7.90613872e-05  1.56014317e-05  1.53227086e-04]
  [-1.29148342e-05  3.94267500e-05 -4.32561631e-06  6.23484269e-05]]

 [[-3.94962561e-05 -7.90613872e-05  1.56014317e-05  1.53227086e-04]
  [ 6.47491327e-04  1.89637094e-03  6.80239028e-04  6.73736618e-04]
  [ 8.66648847e-06  1.79052390e-05  2.96789917e-06 -4.59690412e-05]]

 [[-1.29148342e-05  3.94267500e-05 -4.32561631e-06  6.23484269e-05]
  [ 8.66648847e-06  1.79052390e-05  2.96789917e-06 -4.59690412e-05]
  [ 1.44945634e-04  1.02360927e-03  1.69765628e-04  3.26750949e-04]]]",[3335.5291676  1014.22154815 3022.22189539 2640.02738887]
68,[3536.06786765 1011.20865502 3019.26067974 2433.50279759],[3537.05786765 1012.19865502 3020.25067974 2434.49279759],"[[ 3.11422477  5.0593474  -3.05779974 -3.85993554]
 [-2.01056094 -0.05352116  1.99664744 -0.32812646]
 [ 2.991926   -4.96500273 -3.01617166  4.67660335]]","[[[ 1.69293361e-04  9.65679705e-04  1.65270613e-04  1.07658962e-04]
  [-2.47809226e-05 -7.92577931e-05  1.55937958e-05  1.64520436e-04]
  [-8.48819395e-06  3.96007885e-05 -4.32166002e-06  6.71336207e-05]]

 [[-2.47809226e-05 -7.92577931e-05  1.55937958e-05  1.64520436e-04]
  [ 5.96668616e-04  1.89737144e-03  6.80200563e-04  7.31795728e-04]
  [ 4.15418064e-06  1.72948510e-05  2.98958039e-06 -4.89338573e-05]]

 [[-8.48819395e-06  3.96007885e-05 -4.32166002e-06  6.71336207e-05]
  [ 4.15418064e-06  1.72948510e-05  2.98958039e-06 -4.89338573e-05]
  [ 1.38645019e-04  1.02376543e-03  1.69755082e-04  3.59054748e-04]]]",[3539.05786765 1014.19865502 3022.25067974 2436.49279759]
69,[3727.97351675 1011.20242837 3019.24900743 2241.61504744],[3728.96351675 1012.19242837 3020.23900743 2242.60504744],"[[ 3.0763516   5.05931111 -3.05778893 -4.39372729]
 [-2.00894429 -0.05345876  1.99664959 -0.18686243]
 [ 2.99904327 -4.96501411 -3.01619275  4.80889791]]","[[[ 1.53358106e-04  9.65686154e-04  1.65272084e-04  1.50530600e-04]
  [-1.46391512e-05 -7.93817340e-05  1.55986442e-05  1.69199906e-04]
  [-5.38385266e-06  3.97248240e-05 -4.32638876e-06  6.77893749e-05]]

 [[-1.46391512e-05 -7.93817340e-05  1.55986442e-05  1.69199906e-04]
  [ 5.56021132e-04  1.89798181e-03  6.80201996e-04  7.99918777e-04]
  [ 1.06270862e-06  1.69297578e-05  2.98525016e-06 -5.01159897e-05]]

 [[-5.38385266e-06  3.97248240e-05 -4.32638876e-06  6.77893749e-05]
  [ 1.06270862e-06  1.69297578e-05  2.98525016e-06 -5.01159897e-05]
  [ 1.33542128e-04  1.02377670e-03  1.69765354e-04  3.95167014e-04]]]",[3730.96351675 1014.19242837 3022.23900743 2244.60504744]
70,[3883.41179627 1011.21050614 3019.20331902 2086.21437857],[3884.40179627 1012.20050614 3020.19331902 2087.20437857],"[[ 3.01297352  5.05928554 -3.05775008 -4.83214006]
 [-2.00172734 -0.05343476  1.99666501 -0.06458616]
 [ 3.01107211 -4.96498511 -3.01626212  4.92124792]]","[[[ 1.39564917e-04  9.65682494e-04  1.65277034e-04  2.73430743e-04]
  [-7.94807525e-06 -7.94417255e-05  1.56201394e-05  1.32100339e-04]
  [-3.11118284e-06  3.98035406e-05 -4.34184890e-06  4.90412615e-05]]

 [[-7.94807525e-06 -7.94417255e-05  1.56201394e-05  1.32100339e-04]
  [ 5.28011456e-04  1.89824433e-03  6.80226976e-04  8.86978337e-04]
  [-8.08725749e-07  1.67818323e-05  2.96116865e-06 -4.02084902e-05]]

 [[-3.11118284e-06  3.98035406e-05 -4.34184890e-06  4.90412615e-05]
  [-8.08725749e-07  1.67818323e-05  2.96116865e-06 -4.02084902e-05]
  [ 1.29774632e-04  1.02366575e-03  1.69794616e-04  4.34497849e-04]]]",[3886.40179627 1014.20050614 3022.19331902 2089.20437857]
71,[3949.87940771 1011.2235624  3019.1733448  2019.76368509],[3950.86940771 1012.2135624  3020.1633448  2020.75368509],"[[ 2.96743538  5.05926726 -3.05769086 -5.00126857]
 [-1.99607513 -0.05342934  1.99666795 -0.01189627]
 [ 3.01972614 -4.96494256 -3.01631384  4.96716058]]","[[[ 1.29650350e-04  9.65675278e-04  1.65282152e-04  4.60573325e-04]
  [-3.89397628e-06 -7.94687601e-05  1.56540062e-05  3.20950930e-05]
  [-1.48491185e-06  3.98547932e-05 -4.36367953e-06  6.00226580e-06]]

 [[-3.89397628e-06 -7.94687601e-05  1.56540062e-05  3.20950930e-05]
  [ 5.17279186e-04  1.89833320e-03  6.80213690e-04  9.80715787e-04]
  [-1.69232780e-06  1.67405214e-05  2.95226509e-06 -1.33555695e-05]]

 [[-1.48491185e-06  3.98547932e-05 -4.36367953e-06  6.00226580e-06]
  [-1.69232780e-06  1.67405214e-05  2.95226509e-06 -1.33555695e-05]
  [ 1.28100157e-04  1.02351568e-03  1.69819790e-04  4.62788990e-04]]]",[3952.86940771 1014.2135624  3022.1633448  2022.75368509]
72,[3957.5270798  1011.22581455 3019.21851344 2012.06859222],[3958.5170798  1012.21581455 3020.20851344 2013.05859222],"[[ 2.95972988  5.05925557 -3.05771378 -5.01640426]
 [-1.99472945 -0.05341608  1.99664817 -0.00702649]
 [ 3.02095362 -4.96493313 -3.01625837  4.97224747]]","[[[ 1.27551529e-04  9.65674992e-04  1.65280670e-04  4.87847367e-04]
  [-2.46963593e-06 -7.94995003e-05  1.56364948e-05  1.61199471e-05]
  [-1.18420655e-06  3.98920422e-05 -4.35598050e-06 -1.87848983e-06]]

 [[-2.46963593e-06 -7.94995003e-05  1.56364948e-05  1.61199471e-05]
  [ 5.15337097e-04  1.89847189e-03  6.80184697e-04  9.94342205e-04]
  [-1.86590431e-06  1.66609221e-05  2.98102003e-06 -8.72585796e-06]]

 [[-1.18420655e-06  3.98920422e-05 -4.35598050e-06 -1.87848983e-06]
  [-1.86590431e-06  1.66609221e-05  2.98102003e-06 -8.72585796e-06]
  [ 1.27903262e-04  1.02347590e-03  1.69802568e-04  4.67512995e-04]]]",[3960.5170798  1014.21581455 3022.20851344 2015.05859222]
73,[3958.14856264 1011.22550281 3019.24006845 2011.42586609],[3959.13856264 1012.21550281 3020.23006845 2012.41586609],"[[ 2.95895194  5.05925259 -3.05772687 -5.01733527]
 [-1.9945975  -0.05341138  1.99663821 -0.00668112]
 [ 3.02103525 -4.96493351 -3.01622978  4.9727308 ]]","[[[ 1.27297999e-04  9.65674733e-04  1.65279275e-04  4.89199001e-04]
  [-2.30132351e-06 -7.95080925e-05  1.56279002e-05  1.52260023e-05]
  [-1.15443319e-06  3.99016719e-05 -4.35127960e-06 -2.50053010e-06]]

 [[-2.30132351e-06 -7.95080925e-05  1.56279002e-05  1.52260023e-05]
  [ 5.15157902e-04  1.89851664e-03  6.80165586e-04  9.95282194e-04]
  [-1.87925228e-06  1.66338250e-05  2.99547256e-06 -8.36552256e-06]]

 [[-1.15443319e-06  3.99016719e-05 -4.35127960e-06 -2.50053010e-06]
  [-1.87925228e-06  1.66338250e-05  2.99547256e-06 -8.36552256e-06]
  [ 1.27892357e-04  1.02347486e-03  1.69792508e-04  4.67963737e-04]]]",[3961.13856264 1014.21550281 3022.23006845 2014.41586609]
74,[3958.19677284 1011.22548229 3019.24275033 2011.37499455],[3959.18677284 1012.21548229 3020.23275033 2012.36499455],"[[ 2.95889063  5.05925216 -3.05772861 -5.01740543]
 [-1.99458766 -0.05341078  1.99663696 -0.00665394]
 [ 3.02104247 -4.96493353 -3.01622619  4.97276852]]","[[[ 1.27277737e-04  9.65674501e-04  1.65279110e-04  4.89297367e-04]
  [-2.28847729e-06 -7.95090295e-05  1.56267885e-05  1.51564991e-05]
  [-1.15177686e-06  3.99029457e-05 -4.35066996e-06 -2.54501346e-06]]

 [[-2.28847729e-06 -7.95090295e-05  1.56267885e-05  1.51564991e-05]
  [ 5.15144655e-04  1.89852209e-03  6.80163066e-04  9.95359077e-04]
  [-1.88054997e-06  1.66303981e-05  2.99728270e-06 -8.33908971e-06]]

 [[-1.15177686e-06  3.99029457e-05 -4.35066996e-06 -2.54501346e-06]
  [-1.88054997e-06  1.66303981e-05  2.99728270e-06 -8.33908971e-06]
  [ 1.27891439e-04  1.02347472e-03  1.69791245e-04  4.68000077e-04]]]",[3961.18677284 1014.21548229 3022.23275033 2014.36499455]
75,[3958.20048168 1011.22548074 3019.24297874 2011.37105883],[3959.19048168 1012.21548074 3020.23297874 2012.36105883],"[[ 2.95888591  5.05925211 -3.05772876 -5.01741081]
 [-1.99458692 -0.05341072  1.99663685 -0.00665184]
 [ 3.02104304 -4.96493354 -3.01622588  4.97277144]]","[[[ 1.27276174e-04  9.65674462e-04  1.65279096e-04  4.89304888e-04]
  [-2.28749619e-06 -7.95091001e-05  1.56266937e-05  1.51511299e-05]
  [-1.15156763e-06  3.99030627e-05 -4.35061794e-06 -2.54839597e-06]]

 [[-2.28749619e-06 -7.95091001e-05  1.56266937e-05  1.51511299e-05]
  [ 5.15143650e-04  1.89852257e-03  6.80162843e-04  9.95365057e-04]
  [-1.88065322e-06  1.66300835e-05  2.99743974e-06 -8.33708043e-06]]

 [[-1.15156763e-06  3.99030627e-05 -4.35061794e-06 -2.54839597e-06]
  [-1.88065322e-06  1.66300835e-05  2.99743974e-06 -8.33708043e-06]
  [ 1.27891366e-04  1.02347472e-03  1.69791136e-04  4.68002925e-04]]]",[3961.19048168 1014.21548074 3022.23297874 2014.36105883]
76,[3958.20076683 1011.22548065 3019.24299697 2011.37075555],[3959.19076683 1012.21548065 3020.23299697 2012.36075555],"[[ 2.95888555  5.05925211 -3.05772877 -5.01741123]
 [-1.99458686 -0.05341071  1.99663684 -0.00665168]
 [ 3.02104308 -4.96493354 -3.01622586  4.97277167]]","[[[ 1.27276054e-04  9.65674457e-04  1.65279095e-04  4.89305466e-04]
  [-2.28742087e-06 -7.95091051e-05  1.56266862e-05  1.51507169e-05]
  [-1.15155149e-06  3.99030721e-05 -4.35061381e-06 -2.54865585e-06]]

 [[-2.28742087e-06 -7.95091051e-05  1.56266862e-05  1.51507169e-05]
  [ 5.15143573e-04  1.89852261e-03  6.80162825e-04  9.95365518e-04]
  [-1.88066119e-06  1.66300581e-05  2.99745238e-06 -8.33692664e-06]]

 [[-1.15155149e-06  3.99030721e-05 -4.35061381e-06 -2.54865585e-06]
  [-1.88066119e-06  1.66300581e-05  2.99745238e-06 -8.33692664e-06]
  [ 1.27891361e-04  1.02347472e-03  1.69791127e-04  4.68003147e-04]]]",[3961.19076683 1014.21548065 3022.23299697 2014.36075555]
77,[3958.20078875 1011.22548064 3019.2429984  2011.37073221],[3959.19078875 1012.21548064 3020.2329984  2012.36073221],"[[ 2.95888552  5.05925211 -3.05772877 -5.01741126]
 [-1.99458685 -0.05341071  1.99663684 -0.00665167]
 [ 3.02104308 -4.96493354 -3.01622586  4.97277169]]","[[[ 1.27276045e-04  9.65674457e-04  1.65279095e-04  4.89305510e-04]
  [-2.28741508e-06 -7.95091054e-05  1.56266856e-05  1.51506851e-05]
  [-1.15155025e-06  3.99030729e-05 -4.35061348e-06 -2.54867584e-06]]

 [[-2.28741508e-06 -7.95091054e-05  1.56266856e-05  1.51506851e-05]
  [ 5.15143567e-04  1.89852261e-03  6.80162824e-04  9.95365553e-04]
  [-1.88066180e-06  1.66300561e-05  2.99745338e-06 -8.33691484e-06]]

 [[-1.15155025e-06  3.99030729e-05 -4.35061348e-06 -2.54867584e-06]
  [-1.88066180e-06  1.66300561e-05  2.99745338e-06 -8.33691484e-06]
  [ 1.27891360e-04  1.02347472e-03  1.69791126e-04  4.68003164e-04]]]",[3961.19078875 1014.21548064 3022.2329984  2014.36073221]
