,0,1,2,3,4
37,[2182.84478271 2157.10532837 3964.38202147 1695.70786745],[2183.83478271 2158.09532837 3965.37202147 1696.69786745],"[[ 3.65546846e-01 -2.93173767e-01 -7.21577898e-02 -1.40008052e+00]
 [-1.87416453e-01 -2.64513862e-03  9.18383757e-02 -1.10996098e+00]
 [ 2.39252957e-01  2.51945808e-01 -1.25531147e-02  4.01731791e+00]]","[[[ 1.57436605e-04  2.59906849e-04  1.14312999e-04  1.32293570e-04]
  [ 1.36958291e-04 -2.76300306e-05  1.00512213e-04  2.59451988e-04]
  [-6.24383457e-05  2.57097378e-04 -4.19693267e-05  8.90208051e-05]]

 [[ 1.36958291e-04 -2.76300306e-05  1.00512213e-04  2.59451988e-04]
  [ 5.23052821e-04  9.38523668e-04  3.11382389e-04  1.05904114e-03]
  [ 1.58992868e-04 -3.59996785e-05  8.32382437e-05 -9.25247949e-05]]

 [[-6.24383457e-05  2.57097378e-04 -4.19693267e-05  8.90208051e-05]
  [ 1.58992868e-04 -3.59996785e-05  8.32382437e-05 -9.25247949e-05]
  [ 1.78757675e-04  2.72760489e-04  1.02583898e-04  4.21013464e-04]]]",[2185.83478271 2160.09532837 3967.37202147 1698.69786745]
38,[2100.65917063 1934.29062061 3827.86223006 2137.22797871],[2101.64917063 1935.28062061 3828.85223006 2138.21797871],"[[ 0.26656757  0.25501845 -0.15829362 -1.3767212 ]
 [-0.09962853  0.00571532  0.16946125 -1.11523183]
 [ 0.11111561 -0.30668349 -0.1238844   4.05334568]]","[[[ 1.62273204e-04  2.85496160e-04  1.18154072e-04  1.03526431e-04]
  [ 1.44116797e-04 -1.84665615e-05  1.05927953e-04  2.08827993e-04]
  [-6.41044197e-05  2.83469910e-04 -4.30590842e-05  6.69636373e-05]]

 [[ 1.44116797e-04 -1.84665615e-05  1.05927953e-04  2.08827993e-04]
  [ 5.47728786e-04  1.01416407e-03  3.26023101e-04  8.94027509e-04]
  [ 1.63212525e-04 -2.97713336e-05  8.50952147e-05 -1.15601069e-04]]

 [[-6.41044197e-05  2.83469910e-04 -4.30590842e-05  6.69636373e-05]
  [ 1.63212525e-04 -2.97713336e-05  8.50952147e-05 -1.15601069e-04]
  [ 1.83486528e-04  3.02217483e-04  1.05227686e-04  3.77364681e-04]]]",[2103.64917063 1937.28062061 3830.85223006 2140.21797871]
39,[2018.27322504 1732.82860885 3690.58054108 2558.35762503],[2019.26322504 1733.81860885 3691.57054108 2559.34762503],"[[ 0.15003088  0.87670464 -0.25489745 -1.31989724]
 [-0.00619324  0.0124498   0.25136389 -1.12180836]
 [-0.02925296 -0.9321493  -0.24449849  4.06761455]]","[[[ 1.67522513e-04  3.13039346e-04  1.22357725e-04  8.47655626e-05]
  [ 1.51324292e-04 -7.99769149e-06  1.11332925e-04  1.75042869e-04]
  [-6.61482923e-05  3.11709072e-04 -4.45470435e-05  5.35554357e-05]]

 [[ 1.51324292e-04 -7.99769149e-06  1.11332925e-04  1.75042869e-04]
  [ 5.72627420e-04  1.09923826e-03  3.40991759e-04  7.70207347e-04]
  [ 1.67336785e-04 -2.33503335e-05  8.70381976e-05 -1.14063400e-04]]

 [[-6.61482923e-05  3.11709072e-04 -4.45470435e-05  5.35554357e-05]
  [ 1.67336785e-04 -2.33503335e-05  8.70381976e-05 -1.14063400e-04]
  [ 1.88763444e-04  3.34513506e-04  1.08467590e-04  3.34317135e-04]]]",[2021.26322504 1735.81860885 3693.57054108 2561.34762503]
40,[1940.42392734 1566.92941548 3560.80519483 2931.88146235],[1941.41392734 1567.91941548 3561.79519483 2932.87146235],"[[ 0.0223257   1.51220191 -0.35688317 -1.2408517 ]
 [ 0.08730652  0.01672612  0.33278594 -1.13033552]
 [-0.17337928 -1.56531718 -0.3677342   4.06880942]]","[[[ 1.72860000e-04  3.40131190e-04  1.26647028e-04  7.22022459e-05]
  [ 1.58034688e-04  2.19124241e-06  1.16423576e-04  1.51732832e-04]
  [-6.84083924e-05  3.39240742e-04 -4.62650505e-05  4.52703891e-05]]

 [[ 1.58034688e-04  2.19124241e-06  1.16423576e-04  1.51732832e-04]
  [ 5.96131823e-04  1.18839660e-03  3.55374267e-04  6.78008760e-04]
  [ 1.71262794e-04 -1.84923497e-05  8.89716732e-05 -1.03705320e-04]]

 [[-6.84083924e-05  3.39240742e-04 -4.62650505e-05  4.52703891e-05]
  [ 1.71262794e-04 -1.84923497e-05  8.89716732e-05 -1.03705320e-04]
  [ 1.94336989e-04  3.67185243e-04  1.12059915e-04  2.97304929e-04]]]",[1943.41392734 1569.91941548 3563.79519483 2934.87146235]
41,[1868.74170369 1432.37463498 3441.58880276 3257.33485858],[1869.73170369 1433.36463498 3442.57880276 3258.32485858],"[[-0.110719    2.13776362 -0.46115651 -1.15570473]
 [ 0.17770438  0.01828256  0.4116437  -1.13852095]
 [-0.31552064 -2.183482   -0.4900513   4.06322714]]","[[[ 1.78160899e-04  3.66334470e-04  1.30900177e-04  6.33585416e-05]
  [ 1.64122087e-04  1.11184267e-05  1.21126006e-04  1.34819452e-04]
  [-7.07503623e-05  3.65415277e-04 -4.80961914e-05  3.98368071e-05]]

 [[ 1.64122087e-04  1.11184267e-05  1.21126006e-04  1.34819452e-04]
  [ 6.17785136e-04  1.28168252e-03  3.68871960e-04  6.07706172e-04]
  [ 1.75015711e-04 -1.65903737e-05  9.08699742e-05 -9.13452598e-05]]

 [[-7.07503623e-05  3.65415277e-04 -4.80961914e-05  3.98368071e-05]
  [ 1.75015711e-04 -1.65903737e-05  9.08699742e-05 -9.13452598e-05]
  [ 2.00056897e-04  4.00033912e-04  1.15853028e-04  2.66606852e-04]]]",[1871.73170369 1435.36463498 3444.57880276 3260.32485858]
42,[1803.34333013 1317.47637323 3333.2288509  3545.99144575],[1804.33333013 1318.46637323 3334.2188509  3546.98144575],"[[-0.24456842  2.77347286 -0.5661446  -1.07805664]
 [ 0.26354586  0.01646547  0.48750766 -1.14372775]
 [-0.45233919 -2.80641643 -0.61009478  4.05503527]]","[[[ 1.83368804e-04  3.92865448e-04  1.35062368e-04  5.68091508e-05]
  [ 1.69665237e-04  1.91151604e-05  1.25480546e-04  1.21967950e-04]
  [-7.30544895e-05  3.90854061e-04 -4.99526128e-05  3.59820138e-05]]

 [[ 1.69665237e-04  1.91151604e-05  1.25480546e-04  1.21967950e-04]
  [ 6.37730584e-04  1.38371115e-03  3.81521154e-04  5.52220873e-04]
  [ 1.78639930e-04 -1.82674026e-05  9.27279850e-05 -7.95518439e-05]]

 [[-7.30544895e-05  3.90854061e-04 -4.99526128e-05  3.59820138e-05]
  [ 1.78639930e-04 -1.82674026e-05  9.27279850e-05 -7.95518439e-05]
  [ 2.05801192e-04  4.35053461e-04  1.19740577e-04  2.41270053e-04]]]",[1806.33333013 1320.46637323 3336.2188509  3548.98144575]
43,[1743.8229457  1210.34461273 3235.02847885 3810.84396272],[1744.8129457  1211.33461273 3236.01847885 3811.83396272],"[[-0.37584995  3.47285795 -0.67110145 -1.01666485]
 [ 0.34420122  0.00881341  0.56064377 -1.1436979 ]
 [-0.58189667 -3.4845254  -0.72758143  4.04616338]]","[[[ 1.88444279e-04  4.22684291e-04  1.39099397e-04  5.17535524e-05]
  [ 1.74796550e-04  2.77114945e-05  1.29557457e-04  1.11858378e-04]
  [-7.52311917e-05  4.16028489e-04 -5.17685570e-05  3.30078404e-05]]

 [[ 1.74796550e-04  2.77114945e-05  1.29557457e-04  1.11858378e-04]
  [ 6.56274890e-04  1.50266373e-03  3.93457252e-04  5.06507032e-04]
  [ 1.82141881e-04 -2.40796229e-05  9.45301157e-05 -6.89048341e-05]]

 [[-7.52311917e-05  4.16028489e-04 -5.17685570e-05  3.30078404e-05]
  [ 1.82141881e-04 -2.40796229e-05  9.45301157e-05 -6.89048341e-05]
  [ 2.11463441e-04  4.77228267e-04  1.23639317e-04  2.20108340e-04]]]",[1746.8129457  1213.33461273 3238.01847885 3813.83396272]
44,[1689.70374693 1104.71906071 3146.18097421 4059.43621815],[1690.69374693 1105.70906071 3147.17097421 4060.42621815],"[[-0.50226878  4.28650945 -0.77588467 -0.97148843]
 [ 0.41942205 -0.01090956  0.63162353 -1.13755763]
 [-0.70292242 -4.26057641 -0.84274711  4.03510908]]","[[[ 1.93334101e-04  4.65179293e-04  1.42967670e-04  4.77678008e-05]
  [ 1.79641863e-04  3.92848009e-05  1.33418749e-04  1.03780702e-04]
  [-7.72079516e-05  4.33146094e-04 -5.34841285e-05  3.05292249e-05]]

 [[ 1.79641863e-04  3.92848009e-05  1.33418749e-04  1.03780702e-04]
  [ 6.73675416e-04  1.64618556e-03  4.04793385e-04  4.67006915e-04]
  [ 1.85465566e-04 -3.53612445e-05  9.62368404e-05 -5.90744940e-05]]

 [[-7.72079516e-05  4.33146094e-04 -5.34841285e-05  3.05292249e-05]
  [ 1.85465566e-04 -3.53612445e-05  9.62368404e-05 -5.90744940e-05]
  [ 2.16929153e-04  5.41788758e-04  1.27467617e-04  2.02080905e-04]]]",[1692.69374693 1107.70906071 3149.17097421 4062.42621815]
45,[1641.0241644  1027.25650466 3066.89670277 4264.86262817],[1642.0141644  1028.24650466 3067.88670277 4265.85262817],"[[-0.62286169  4.96310988 -0.88116078 -0.90797801]
 [ 0.48944288 -0.04234766  0.70145672 -1.13604679]
 [-0.81453305 -4.88658291 -0.95631361  4.01527171]]","[[[ 1.97865906e-04  6.65608935e-04  1.46531823e-04  4.48176747e-05]
  [ 1.84245739e-04  2.62973241e-05  1.37056159e-04  9.77100449e-05]
  [-7.88450866e-05  2.76575744e-04 -5.49891658e-05  2.85730737e-05]]

 [[ 1.84245739e-04  2.62973241e-05  1.37056159e-04  9.77100449e-05]
  [ 6.89812556e-04  1.78730921e-03  4.15425950e-04  4.35101206e-04]
  [ 1.88409996e-04 -3.06459575e-05  9.77456367e-05 -5.02822257e-05]]

 [[-7.88450866e-05  2.76575744e-04 -5.49891658e-05  2.85730737e-05]
  [ 1.88409996e-04 -3.06459575e-05  9.77456367e-05 -5.02822257e-05]
  [ 2.21944654e-04  7.81497513e-04  1.31069076e-04  1.87434912e-04]]]",[1644.0141644  1030.24650466 3069.88670277 4267.85262817]
46,[1598.04123826 1011.403042   2996.71750683 4393.87821291],[1599.03123826 1012.393042   2997.70750683 4394.86821291],"[[-0.73205939  5.0575763  -0.98548583 -0.79445387]
 [ 0.55551608 -0.05305628  0.77184829 -1.15644862]
 [-0.92196477 -4.9653492  -1.07334043  3.99359076]]","[[[ 2.01427468e-04  9.56362109e-04  1.49418888e-04  4.28180568e-05]
  [ 1.87847463e-04 -7.14385394e-05  1.40107586e-04  9.38268061e-05]
  [-7.99163859e-05  3.98305797e-05 -5.61066803e-05  2.71948510e-05]]

 [[ 1.87847463e-04 -7.14385394e-05  1.40107586e-04  9.38268061e-05]
  [ 7.04205127e-04  1.88780307e-03  4.25191344e-04  4.19636395e-04]
  [ 1.91459688e-04  1.86846960e-05  9.92915232e-05 -4.66364956e-05]]

 [[-7.99163859e-05  3.98305797e-05 -5.61066803e-05  2.71948510e-05]
  [ 1.91459688e-04  1.86846960e-05  9.92915232e-05 -4.66364956e-05]
  [ 2.26534563e-04  1.02471481e-03  1.34429118e-04  1.78326055e-04]]]",[1601.03123826 1014.393042   2999.70750683 4396.86821291]
47,[1555.19649691 1008.18886875 2926.37230989 4510.28232444],[1556.18649691 1009.17886875 2927.36230989 4511.27232444],"[[-0.83273424  5.06524668 -1.09529443 -0.68840349]
 [ 0.61598963 -0.05423771  0.84378262 -1.1766097 ]
 [-1.02234585 -4.97144485 -1.19362801  3.97555883]]","[[[ 2.04797971e-04  9.78095068e-04  1.52335668e-04  4.11023296e-05]
  [ 1.92126923e-04 -8.37047631e-05  1.43456557e-04  9.06035149e-05]
  [-8.03343653e-05  2.91996671e-05 -5.70498765e-05  2.58415312e-05]]

 [[ 1.92126923e-04 -8.37047631e-05  1.43456557e-04  9.06035149e-05]
  [ 7.20813409e-04  1.90045255e-03  4.36141394e-04  4.07925211e-04]
  [ 1.94996995e-04  2.10474387e-05  1.01102157e-04 -4.45817873e-05]]

 [[-8.03343653e-05  2.91996671e-05 -5.70498765e-05  2.58415312e-05]
  [ 1.94996995e-04  2.10474387e-05  1.01102157e-04 -4.45817873e-05]
  [ 2.30856546e-04  1.04147424e-03  1.37968474e-04  1.70859065e-04]]]",[1558.18649691 1011.17886875 2929.36230989 4513.27232444]
48,[1511.9337677  1007.91316711 2857.78281997 4622.41024522],[1512.9237677  1008.90316711 2858.77281997 4623.40024522],"[[-0.92653407  5.06577129 -1.21491414 -0.59090339]
 [ 0.6711358  -0.05423752  0.92020222 -1.19509362]
 [-1.11320083 -4.97187115 -1.32015213  3.95962875]]","[[[ 2.09160465e-04  9.79469443e-04  1.55585840e-04  3.95621919e-05]
  [ 1.96895583e-04 -8.42994257e-05  1.46917285e-04  8.77031010e-05]
  [-8.14652608e-05  2.87605030e-05 -5.82319026e-05  2.45466675e-05]]

 [[ 1.96895583e-04 -8.42994257e-05  1.46917285e-04  8.77031010e-05]
  [ 7.38788791e-04  1.90144903e-03  4.47613743e-04  3.97377920e-04]
  [ 1.98696022e-04  2.07607338e-05  1.02925472e-04 -4.29535201e-05]]

 [[-8.14652608e-05  2.87605030e-05 -5.82319026e-05  2.45466675e-05]
  [ 1.98696022e-04  2.07607338e-05  1.02925472e-04 -4.29535201e-05]
  [ 2.36164679e-04  1.04257890e-03  1.42068727e-04  1.64133250e-04]]]",[1514.9237677  1010.90316711 2860.77281997 4625.40024522]
49,[1468.23204224 1007.86069682 2790.72668224 4733.2205787 ],[1469.22204224 1008.85069682 2791.71668224 4734.2105787 ],"[[-1.00850236  5.0658529  -1.3482448  -0.49873299]
 [ 0.71933531 -0.05422292  1.00426536 -1.21242494]
 [-1.19338357 -4.97194805 -1.45906402  3.94473392]]","[[[ 2.14078850e-04  9.79699300e-04  1.58822627e-04  3.81482253e-05]
  [ 2.02034738e-04 -8.44224047e-05  1.50417852e-04  8.50059450e-05]
  [-8.29480632e-05  2.87264196e-05 -5.93048512e-05  2.33369792e-05]]

 [[ 2.02034738e-04 -8.44224047e-05  1.50417852e-04  8.50059450e-05]
  [ 7.58079387e-04  1.90176819e-03  4.59769243e-04  3.87397589e-04]
  [ 2.02562411e-04  2.06270398e-05  1.04803738e-04 -4.13829294e-05]]

 [[-8.29480632e-05  2.87264196e-05 -5.93048512e-05  2.33369792e-05]
  [ 2.02562411e-04  2.06270398e-05  1.04803738e-04 -4.13829294e-05]
  [ 2.42048229e-04  1.04277459e-03  1.46554130e-04  1.57757565e-04]]]",[1471.22204224 1010.85069682 2793.71668224 4736.2105787 ]
50,[1422.3101331  1007.82278932 2723.4866531  4846.42042448],[1423.3001331  1008.81278932 2724.4766531  4847.41042448],"[[-1.07308437  5.06590848 -1.504076   -0.40876698]
 [ 0.75765464 -0.05420862  1.10130764 -1.22916365]
 [-1.25870556 -4.97200154 -1.61866902  3.92992707]]","[[[ 2.19790520e-04  9.79863747e-04  1.61979612e-04  3.68127569e-05]
  [ 2.07785651e-04 -8.45190261e-05  1.53979596e-04  8.24145735e-05]
  [-8.49349081e-05  2.87152662e-05 -6.01106688e-05  2.21909879e-05]]

 [[ 2.07785651e-04 -8.45190261e-05  1.53979596e-04  8.24145735e-05]
  [ 7.79439526e-04  1.90203803e-03  4.73153154e-04  3.77637105e-04]
  [ 2.06671387e-04  2.05082142e-05  1.06768918e-04 -3.97878112e-05]]

 [[-8.49349081e-05  2.87152662e-05 -6.01106688e-05  2.21909879e-05]
  [ 2.06671387e-04  2.05082142e-05  1.06768918e-04 -3.97878112e-05]
  [ 2.48656049e-04  1.04290877e-03  1.51583709e-04  1.51521998e-04]]]",[1425.3001331  1010.81278932 2726.4766531  4849.41042448]
51,[1371.3362745  1007.7825085  2654.34540964 4966.57580736],[1372.3262745  1008.7725085  2655.33540964 4967.56580736],"[[-1.10935835  5.06596929 -1.69683118 -0.31774157]
 [ 0.77994469 -0.05419295  1.21980466 -1.24583168]
 [-1.30015641 -4.97205806 -1.81164837  3.91400096]]","[[[ 2.26906681e-04  9.80043332e-04  1.65003211e-04  3.55107396e-05]
  [ 2.14625020e-04 -8.46209646e-05  1.57527630e-04  7.98254259e-05]
  [-8.78498416e-05  2.87009858e-05 -6.04163318e-05  2.10945563e-05]]

 [[ 2.14625020e-04 -8.46209646e-05  1.57527630e-04  7.98254259e-05]
  [ 8.04210784e-04  1.90232036e-03  4.88660637e-04  3.67745796e-04]
  [ 2.11197719e-04  2.03817050e-05  1.08800677e-04 -3.81034678e-05]]

 [[-8.78498416e-05  2.87009858e-05 -6.04163318e-05  2.10945563e-05]
  [ 2.11197719e-04  2.03817050e-05  1.08800677e-04 -3.81034678e-05]
  [ 2.56424545e-04  1.04304919e-03  1.57511791e-04  1.45236102e-04]]]",[1374.3262745  1010.7725085  2657.33540964 4969.56580736]
52,[1310.62642943 1007.73777558 2582.42875441 5099.24704058],[1311.61642943 1008.72777558 2583.41875441 5100.23704058],"[[-1.09463793  5.06604068 -1.94922975 -0.2225158 ]
 [ 0.77328306 -0.0541757   1.37288063 -1.26276835]
 [-1.29924583 -4.97211873 -2.05651773  3.89493306]]","[[[ 2.36655874e-04  9.80256222e-04  1.67771052e-04  3.42078720e-05]
  [ 2.23549926e-04 -8.47380308e-05  1.60580964e-04  7.71271465e-05]
  [-9.25103588e-05  2.86835504e-05 -5.96869463e-05  2.00681723e-05]]

 [[ 2.23549926e-04 -8.47380308e-05  1.60580964e-04  7.71271465e-05]
  [ 8.34900278e-04  1.90262950e-03  5.07871210e-04  3.57345292e-04]
  [ 2.16508553e-04  2.02422088e-05  1.10525115e-04 -3.62296243e-05]]

 [[-9.25103588e-05  2.86835504e-05 -5.96869463e-05  2.00681723e-05]
  [ 2.16508553e-04  2.02422088e-05  1.10525115e-04 -3.62296243e-05]
  [ 2.66296729e-04  1.04319696e-03  1.64935670e-04  1.38722277e-04]]]",[1313.61642943 1010.72777558 2585.41875441 5102.23704058]
53,[1231.77498053 1007.69172724 2511.63127197 5248.94202027],[1232.76498053 1008.68172724 2512.62127197 5249.93202027],"[[-0.98085407  5.06612306 -2.29059923 -0.12220806]
 [ 0.71025641 -0.05415959  1.57704052 -1.27954897]
 [-1.21849501 -4.97216967 -2.37260058  3.8689092 ]]","[[[ 2.51781692e-04  9.80520469e-04  1.70136437e-04  3.29138569e-05]
  [ 2.36938978e-04 -8.48909453e-05  1.60776392e-04  7.42355236e-05]
  [-1.00587249e-04  2.86803028e-05 -5.64710562e-05  1.92280666e-05]]

 [[ 2.36938978e-04 -8.48909453e-05  1.60776392e-04  7.42355236e-05]
  [ 8.77073605e-04  1.90297712e-03  5.34554388e-04  3.46159893e-04]
  [ 2.23463717e-04  2.00918029e-05  1.09739556e-04 -3.39835590e-05]]

 [[-1.00587249e-04  2.86803028e-05 -5.64710562e-05  1.92280666e-05]
  [ 2.23463717e-04  2.00918029e-05  1.09739556e-04 -3.39835590e-05]
  [ 2.80688003e-04  1.04331093e-03  1.74664830e-04  1.31898028e-04]]]",[1234.76498053 1010.68172724 2514.62127197 5251.93202027]
54,[1119.78854865 1007.68350175 2467.59094762 5404.97700197],[1120.77854865 1008.67350175 2468.58094762 5405.96700197],"[[-0.66312672  5.06616723 -2.71926385 -0.02778719]
 [ 0.53119998 -0.05415982  1.82907853 -1.29302427]
 [-0.97994317 -4.97211256 -2.74080257  3.83132924]]","[[[ 2.79389442e-04  9.80791696e-04  1.73921536e-04  3.17876467e-05]
  [ 2.61068371e-04 -8.51391720e-05  1.44525626e-04  7.13295355e-05]
  [-1.15901074e-04  2.88174415e-05 -4.56354536e-05  1.88465970e-05]]

 [[ 2.61068371e-04 -8.51391720e-05  1.44525626e-04  7.13295355e-05]
  [ 9.45305531e-04  1.90335717e-03  5.88847766e-04  3.34802981e-04]
  [ 2.33860203e-04  1.99600105e-05  9.44894277e-05 -3.10570780e-05]]

 [[-1.15901074e-04  2.88174415e-05 -4.56354536e-05  1.88465970e-05]
  [ 2.33860203e-04  1.99600105e-05  9.44894277e-05 -3.10570780e-05]
  [ 3.05904719e-04  1.04312746e-03  1.87479184e-04  1.24998870e-04]]]",[1122.77854865 1010.67350175 2470.58094762 5407.96700197]
55,[ 946.96917613 1007.98832421 2549.12792951 5495.95457015],[ 947.95917613 1008.97832421 2550.11792951 5496.94457015],"[[ 0.03206123  5.0656907  -3.03369116  0.01794747]
 [ 0.13574566 -0.05418544  2.00615941 -1.29600045]
 [-0.44024726 -4.97143852 -2.98381862  3.79758395]]","[[[ 3.42887198e-04  9.80158254e-04  1.96201330e-04  3.12833914e-05]
  [ 3.12799017e-04 -8.54272439e-05  4.80010679e-05  6.96323055e-05]
  [-1.49826020e-04  2.98324137e-05 -1.04732826e-05  1.90392631e-05]]

 [[ 3.12799017e-04 -8.54272439e-05  4.80010679e-05  6.96323055e-05]
  [ 1.09131602e-03  1.90356890e-03  7.82532666e-04  3.27549705e-04]
  [ 2.54984446e-04  1.98063577e-05  1.84868239e-05 -2.79388896e-05]]

 [[-1.49826020e-04  2.98324137e-05 -1.04732826e-05  1.90392631e-05]
  [ 2.54984446e-04  1.98063577e-05  1.84868239e-05 -2.79388896e-05]
  [ 3.59309601e-04  1.04141102e-03  2.05133991e-04  1.20038446e-04]]]",[ 949.95917613 1010.97832421 2552.11792951 5498.94457015]
56,[ 782.54431811 1008.71696506 2716.2787379  5492.49997893],[ 783.53431811 1009.70696506 2717.2687379  5493.48997893],"[[ 0.90270339  5.06405963 -3.08095759  0.01005285]
 [-0.35762937 -0.05389633  2.02234652 -1.29147678]
 [ 0.28510846 -4.97045403 -3.01615416  3.79059946]]","[[[ 4.52787964e-04  9.76142434e-04  1.94446329e-04  3.13955493e-05]
  [ 3.85640616e-04 -8.38815416e-05  5.39805543e-06  6.95887328e-05]
  [-2.06823877e-04  3.15201111e-05  2.27527552e-06  1.94668761e-05]]

 [[ 3.85640616e-04 -8.38815416e-05  5.39805543e-06  6.95887328e-05]
  [ 1.31437005e-03  1.90265818e-03  8.06555174e-04  3.26904080e-04]
  [ 2.85700661e-04  1.89870072e-05 -9.19250595e-06 -2.66063001e-05]]

 [[-2.06823877e-04  3.15201111e-05  2.27527552e-06  1.94668761e-05]
  [ 2.85700661e-04  1.89870072e-05 -9.19250595e-06 -2.66063001e-05]
  [ 4.37477551e-04  1.03917623e-03  1.98926334e-04  1.19592552e-04]]]",[ 785.53431811 1011.70696506 2719.2687379  5495.48997893]
57,[ 713.57884558 1009.21274318 2807.35846572 5469.88994553],[ 714.56884558 1010.20274318 2808.34846572 5470.87994553],"[[ 1.56527027  5.06303554 -3.09451396 -0.00708503]
 [-0.73134849 -0.05375769  2.0229217  -1.28649399]
 [ 0.86150931 -4.96970191 -3.02262799  3.78842172]]","[[[ 5.57349638e-04  9.73513973e-04  1.86938240e-04  3.16393685e-05]
  [ 4.28707283e-04 -8.27317619e-05  8.44850267e-07  6.98505726e-05]
  [-2.60500827e-04  3.24488371e-05  2.55988626e-06  1.99950348e-05]]

 [[ 4.28707283e-04 -8.27317619e-05  8.44850267e-07  6.98505726e-05]
  [ 1.45783308e-03  1.90164871e-03  7.78139934e-04  3.27676890e-04]
  [ 2.95395623e-04  1.88413025e-05 -9.28206555e-06 -2.58793640e-05]]

 [[-2.60500827e-04  3.24488371e-05  2.55988626e-06  1.99950348e-05]
  [ 2.95395623e-04  1.88413025e-05 -9.28206555e-06 -2.58793640e-05]
  [ 4.88597051e-04  1.03711937e-03  1.90924317e-04  1.20402727e-04]]]",[ 716.56884558 1012.20274318 2810.34846572 5472.87994553]
58,[ 691.2374932  1009.53275251 2872.38355095 5426.88620334],[ 692.2274932  1010.52275251 2873.37355095 5427.87620334],"[[ 2.13889509  5.06245312 -3.09832376 -0.03495541]
 [-1.06362333 -0.05372193  2.02081588 -1.28044418]
 [ 1.39611066 -4.96910569 -3.0239307   3.79088595]]","[[[ 6.52706308e-04  9.72152916e-04  1.80654290e-04  3.20249354e-05]
  [ 4.29988514e-04 -8.21995898e-05  2.98776368e-06  7.04513960e-05]
  [-3.07650247e-04  3.31382190e-05  8.00747916e-07  2.06110450e-05]]

 [[ 4.29988514e-04 -8.21995898e-05  2.98776368e-06  7.04513960e-05]
  [ 1.53930965e-03  1.90102561e-03  7.49945759e-04  3.29895682e-04]
  [ 2.95436864e-04  1.88437096e-05 -5.48278503e-06 -2.56018813e-05]]

 [[-3.07650247e-04  3.31382190e-05  8.00747916e-07  2.06110450e-05]
  [ 2.95436864e-04  1.88437096e-05 -5.48278503e-06 -2.56018813e-05]
  [ 5.17896939e-04  1.03541101e-03  1.84084939e-04  1.22208844e-04]]]",[ 694.2274932  1012.52275251 2875.37355095 5429.87620334]
59,[ 713.38405059 1009.73316669 2929.05837797 5347.86440475],[ 714.37405059 1010.72316669 2930.04837797 5348.85440475],"[[ 2.67646344  5.06211403 -3.09549763 -0.08496834]
 [-1.39048509 -0.05371941  2.01681101 -1.27051917]
 [ 1.94683415 -4.96869509 -3.0249698   3.80027623]]","[[[ 7.32217707e-04  9.71396694e-04  1.75660112e-04  3.27031474e-05]
  [ 3.63268235e-04 -8.19106139e-05  5.84508634e-06  7.17132253e-05]
  [-3.35025716e-04  3.35906358e-05 -1.31047957e-06  2.14637223e-05]]

 [[ 3.63268235e-04 -8.19106139e-05  5.84508634e-06  7.17132253e-05]
  [ 1.57244934e-03  1.90059720e-03  7.25893653e-04  3.34834770e-04]
  [ 2.87644242e-04  1.88980733e-05 -1.87446443e-06 -2.58075937e-05]]

 [[-3.35025716e-04  3.35906358e-05 -1.31047957e-06  2.14637223e-05]
  [ 2.87644242e-04  1.88980733e-05 -1.87446443e-06 -2.58075937e-05]
  [ 5.18586006e-04  1.03420717e-03  1.77923077e-04  1.25655965e-04]]]",[ 716.37405059 1012.72316669 2932.04837797 5350.85440475]
60,[ 818.52556035 1009.83766488 2981.56880316 5190.10797161],[ 819.51556035 1010.82766488 2982.55880316 5191.09797161],"[[ 3.11457046  5.06191226 -3.08169796 -0.18760264]
 [-1.6846601  -0.05370831  2.00847959 -1.25014084]
 [ 2.46699951 -4.96851403 -3.02388992  3.82425944]]","[[[ 7.88520946e-04  9.70849626e-04  1.71035693e-04  3.40563940e-05]
  [ 1.63483648e-04 -8.16060851e-05  9.37166760e-06  7.44501685e-05]
  [-3.11179731e-04  3.37890261e-05 -2.99554005e-06  2.29018637e-05]]

 [[ 1.63483648e-04 -8.16060851e-05  9.37166760e-06  7.44501685e-05]
  [ 1.60739792e-03  1.90019355e-03  7.03024271e-04  3.45704841e-04]
  [ 2.49557154e-04  1.89403773e-05  4.35171571e-07 -2.67988241e-05]]

 [[-3.11179731e-04  3.37890261e-05 -2.99554005e-06  2.29018637e-05]
  [ 2.49557154e-04  1.89403773e-05  4.35171571e-07 -2.67988241e-05]
  [ 4.71540742e-04  1.03369894e-03  1.72822399e-04  1.32654468e-04]]]",[ 821.51556035 1012.82766488 2984.55880316 5193.09797161]
